date,,odometer,miles,cum miles,stop name,stop desc,wp id,cat,spot,day name,day desc,,lat,lon,day start,day end
2017-05-01,Mon,82568,144,985,Reno!,,738,,143,The usual Susanville run home.,"Great breakfast at JJ’d Diner, then 44 to 36 to 395 to home.",,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
2017-05-22,Mon,82609,0,,Reno!,IGNORE,,108,143,,,,,,,
2017-05-23,Tue,82759,150,150,Bridge CG,,739,,276,The usual Susanville run the other direction.,,,,,,
2017-05-24,Wed,82888,129,279,Pigeon Point,,739,,7,It’s already scorching in Redding.,"Leave my pleasant stream, feed me and my vehicle in yucky Redding, end up on another pleasant stream.",,,,,
2017-05-25,Thu,82888,0,279,eureka,,739,,267,"Usual 299, arrive in time to see the school band concert.",Lunch in Willow Creek. Tyler played in the beginning band. The real band and the jazz band (and the steel drum band) were pretty good and had some talented soloists!,,,,,
2017-05-26,Fri,82888,0,279,eureka,,739,,267,hanging with the family,Take the grown-ups to Renata’s creperie in Arcata for lunch.,,,,,
2017-05-27,Sat,82888,0,279,eureka,,739,,267,Kinetic Race day,Drive to Arcata to see the start of the race. Drive home via Manila to be in the middle of the race.,,,,,
2017-05-28,Sun,82888,0,279,eureka,,739,,267,hanging with the family,Shoot hoops with Tyler. Sunday paper and coffee in the afternoon at the suburban Ramone’s - quite civilized.,,,,,
2017-05-29,Mon,82978,90,369,junction,,739,,6,"Labor day, easy driving on 299. No road repair stops.","I wanted to try a different campground, ended up at Junction City, the BLM site right on the road. ",,,,,
2017-05-30,Tue,83078,100,469,Bridge CG,,739,,276,Back to scorching Redding.,Road repair on 299 as always. Eat and shop in Redding. Road repair on 44 also - sigh…,,,,,
2017-05-31,Wed,83345,267,736,Reno!,,739,,143,The usual Susanville run home.,"Great breakfast at JJ’d Diner, then 44 to 36 to 395 to home.",,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
2017-06-18,Sun,83689,,0,Reno!,IGNORE,752,108,143,,,,,,,
2017-06-19,Mon,83891,202,202,Sherman island,,752,,371,I-80 to I-5 south to 160 across the Delta.,Scorching hot day for a drive in the Valley The drive along the levees on 160 is always pretty though. Sherman Island is a great discovery.,,,,,
2017-06-20,Tue,84191,300,502,oak bottom,,752,,245,"Oakland FAIL, then 80 to 5 past Redding","Hellish day. A couple of hours of East Bay morning rush hour for no good reason (fuck you Golden Gate Truck Center), then >100° heat to the other side of Redding.",,,,,
2017-06-21,Wed,84327,136,638,eureka,,752,,267,"Easy, pleasant day to make up for yesterday","Coffee at Strawhouse, then easy drive to cool, foggy Eureka. Start packing.",,,,,
2017-06-22,Thu,84327,0,638,eureka,,752,,267,Pack my van full of Martha’s stuff.,An afternoon of shlepping boxes from the back of the back yard to the front.,,,,,
2017-06-23,Fri,84327,0,638,eureka,,752,,267,Fill the U-Haul truck,Cleaning and packing. Martha and all the kids leave for San Rafael.,,,,,
2017-06-24,Sat,84594,267,905,san rafael,,752,,182,All people but not my van go to San Rafael.,Chad drives the U-Haul. I drive Chad’s car … It’s complicated.,,,,,
2017-06-25,Sun,84594,0,905,eureka,,752,,267,Chad and John return in the minivan.,Some packing and a lot of cleaning.,,,,,
2017-06-26,Mon,84594,0,905,eureka,,752,,267,Some packing and a lot of cleaning.,"I stayed an extra day, but there really wasn’t that much for me to do.",,,,,
2017-06-27,Tue,84594,0,905,san rafael,,752,,182,I finally take the van to San Rafael.,Chad stays for more packing and cleaning. Martha is anxious to get her inventory back.,,,,,
2017-06-28,Wed,84594,0,905,san rafael,,752,,182,Unload the van.,I get my van back!,,,,,
2017-06-29,Thu,84594,0,905,san rafael,,752,,182,"80,000 van service!",Get van serviced at the locals spot in Corte Madera,,,,,
2017-06-30,Fri,84594,0,905,san rafael,,752,,182,hanging with the family,"Chad returns, the move is over!",,,,,
2017-07-01,Sat,84863,269,1174,Reno!,,752,,143,Looong day of driving and traffic.,"Take the long way for some reason. Up the Delta, US 50 to South Lake, east side of Lake Tahoe to home.",,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
2017-08-08,Tue,84939,84939,0,Reno!,IGNORE,761,108,143,,,,,,,
2017-08-09,Wed,85084,145,145,Bridge CG,,761,,276,"395 to Susanville, 44 to Hat Creek","Breakfast in Ild Station, afternoon coffee in Redding. Very hot in the valley - of course.",,,,,
2017-08-10,Thu,85211,127,272,Pigeon Point,,761,,7,"44 to Redding, 299 past Junction Ciry","Good ole Pigeon Point, once more for old times sake.",,,,,
2017-08-11,Fri,85300,89,361,eureka inn!,,761,,372,"The familiar 299 run, part 2.","Coffee at Strawhouse, many road work stoppages, Eureka mid afternoon.",,,,,
2017-08-12,Sat,85300,0,361,eureka inn!,,761,,372,Do downtown Eureka things.,"Coffee in the morning, hip new restaurant in the afternoon.",,,,,
2017-08-13,Sun,85413,113,474,lucky 7,,762,,304,"Family fun, then 101 past Crescent City.",Didn’t stop for the Roosevelt Elk. Did stop at the beautiful coastal overlook in residential Crescent City.,,,,,
2017-08-14,Mon,85475,62,536,humbug,,762,,266,Eat and shop in Brookings,"Most state beach parks are full, but I luck into a spot at Humbug.",,,,,
2017-08-15,Tue,85542,67,603,horsfall,,762,,305,Bandon and Coos Bay,Eat at the quaint bakery in quaint Bandon. Clams and chips (yum!) in Coos Bay.,,,,,
2017-08-16,Wed,85578,36,639,eel,,762,,252,Reedsport then backtrack to Eel Creek,Crappy neighbors this morning -> little sleep. Crappy restaurant. Stop early because today just isn’t working out.,,,,,
2017-08-17,Thu,85640,62,701,windy b,,762,,265,"Up to Florence, back to Salmon Harbor","Pretty 40 mile drive to Florence for coffee and Safeway, then back down to Winchester Bay",,,,,
2017-08-18,Fri,85750,110,811,susan,,767,,92,"Start at a pleasant harbor, end up at a forest fire.","Breakfast in Reedsport, follow the Umpqua River inland End up on Susan Creek on a road closed by forest fires.",,,,,
2017-08-19,Sat,85914,164,975,doe pt,,767,,287,Backtrack to I-5 to Grants Pass to Fish Lake,Fires everywhere in southern Oregon it seems.,,,,,
2017-08-20,Sun,86003,89,1064,lava beds,,767,,85,Klamath Falls,"Eat and shop in Klamath, then off to Lava Beds.",,,,,
2017-08-21,Mon,86107,104,1168,north eagle,,767,,216,Eclipse Day!,Good ole Oney Burger is the only place open on Monday for 100 miles up here. And it’s good too!,,,,,
2017-08-22,Tue,86225,118,1286,Reno!,,767,,143,the usual Susanville run home.,"Finally found Lassen Ale Works, tried it for lunch. Good, not great.",,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
2017-09-24,Sun,86337,86337,0,Reno!,IGNORE,771,108,143,,,,,,,
2017-09-25,Mon,86432,95,95,chris flat,,771,,246,Escape Reno south for a change,"Start very late, mid-afternoon breakfast at Topaz Casino, early-isa stop on the West Walker",,,,,
2017-09-26,Tue,86500,68,163,Gull,,771,,219,"Bridgeport, Lee Vining, June Lake Loop","Nice burger in Bridgeport. Fall colors not quite there, but sill spectacular drive.",,,,,
2017-09-27,Wed,86583,83,246,Convict,,771,,139,Side trip to Sagehen Summit overlook,Mono Craters adventure! Take e a little 60 mile side trip to see fall colors.,,,,,
2017-09-28,Thu,86638,55,301,tioga,,771,,369,the amazing Tioga Pass road,"Coffee and lunch in Mammoth, diesel in Lee Vining, spectacular drive",,,,,
2017-09-29,Fri,86756,118,419,melones,,776,,373,"Busy, busy Yosemite","Wait in line to get in the park, coffee at Olmsted, lunch on the other side at Priest Grade",,,,,
2017-09-30,Sat,86914,158,577,gannon,,776,,182,Long hot drive across the valley.,49 to 4 to 12 to I-80. Stopped for coffee in the deeply weird town of Copperopolis. Dinner on the river on Rio Vista.,,,,,
2017-10-01,Sun,86914,0,577,gannon,,776,,182,basketball games in Benicia and Fairfield,In the car a lot but being a passenger for a change!,,,,,
2017-10-02,Mon,86937,23,600,peta,,776,,374,San Rafael to Petaluma,"Finally, the new house. Thought I’d be here two days ago.",,,,,
2017-10-03,Tue,87055,118,718,colusa,,776,,260,North Bay rush hour traffic,family stuff then leave about 4,,,,,
2017-10-04,Wed,87208,153,871,Reno!,,776,,143,"20 to 80, nice and simple","breakfast in Colusa, no NWR visit, just drive home",,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
2017-10-11,Wed,87261,87261,0,Reno!,IGNORE,777,108,143,,,,,,,
2017-10-12,Thu,87377,116,116,buckeye,,777,,83,Beautiful fall colors all the way,"Leave even later, too late have time for Casino breakfast,Long road repair traffic lines",,,,,
2017-10-13,Fri,87430,53,169,silver,,777,,140,Leisurely fall drive down a short stretch of 395,Sportsman’s Grill to Conway Summit photo fest to Mono Park to Silver Lake,,,,,
2017-10-14,Sat,87468,38,207,convict,,777,,219,my 395 fall routine,Silver Lake to be civilized in Mammoth to Convict Lake,,,,,
2017-10-15,Sun,87610,142,349,tonopah,,777,,375,Mammoth to Tonopah,First half of today’s drive was quite interesting. Second half was just … Nevada.,,,,,
2017-10-16,Mon,,-87610,-87261,caliente,,,,376,Long-ass drive through a lot of nothing,"US 6 east for 90 miles, southeast on 275 through Rachel. Pie a la mode at the Ale Inn. End up at an actual motel!",,,,,
2017-10-17,Tue,,0,-87261,dixie,,,,,"Cedar City, Cedar Breaks","Caliente->Panaca->Cedar City, then the high country",,,,,
2017-10-18,Wed,,0,-87261,,,,,,,,,,,,
2017-10-19,Thu,,0,-87261,,,,,,,,,,,,
2017-10-20,Fri,,0,-87261,,,,,,,,,,,,
2017-10-21,Sat,,0,-87261,,,,,,,,,,,,
2017-10-22,Sun,,0,-87261,,,,,,,,,,,,
2017-10-23,Mon,,0,-87261,,,,,,,,,,,,
2017-10-24,Tue,,0,-87261,,,,,,,,,,,,
