date,,odometer,miles,cum miles,stop name,stop desc,wp id,cat,spot,day name,day desc,,lat,lon,day start,day end
2019-06-01,Sat,107941,32,418,bitterbrush,,946,,460,Hang out in Bishop all day.,"Black Sheep coffee for a long time, walk downtown, sit in my chair in the shade by the Bishop River, then up the mountain to my peaceful campground.",,,,,
2019-06-02,Sun,107994,53,471,benton,,946,,461,"Hang out in Bishop another half day, then up the road to my hot spring.",Another kind of meh day. Those Friday night assholes really threw me off my game.,,,,,
2019-06-03,Mon,108123,129,600,chris flat,,946,,246,Coffee and eat in Mammoth then an hour plus drive up 395 to Chris Flat.,"Hot Springs till 11 am, then across the hills and beautiful Owens Valley to Looney Beans Coffee. Delicious Cafe then June Lake Loop then the pretty, familiar drive up 395.",,,,,
2019-06-04,Tue,108209,86,686,meeks bay,,946,,291,"Up 395 to Minden, over the pass to South Lake Tahoe","Steak and eggs at Topaz, diesel and takeout for tonight in Minden then up, up, up and over Kingsbury Grade. South Lake was hoppin’",,,,,
2019-06-05,Wed,108271,62,748,HOME,,946,108,143,"West side of the Lake, follow the Truckee River home.","Beautiful lake, Tahoe Bakery was great, follow the Truckee up 89 them over and down I-80. Grocery shop, go home.",,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
2019-08-21,Wed,108439,,,Reno!,IGNORE,,,,,,,,,,
2019-08-22,Thu,108565,126,126,jeff’s!,,949,,387,Familiar 395 to 36 to Chester,"Very late start, quick snack in Susanville, arrive at dusk.",,,,,
2019-08-23,Fri,108664,99,225,Orland,,949,,462,"Drive out of the,mountains, look at houses in Chico.","Pretty drive to Chico, too f—king hot in the Valley.",,,,,
2019-08-24,Sat,108829,165,390,Petaluma,,949,,374,Take the non-freeway route to Petaluma.,"Nap at the wildlife refuge, traffic jam in the mountains",,,,,
2019-08-25,Sun,108829,0,390,Petaluma,,949,,374,Run errands with dad and the kids.,"Coffee, cat food at the feed store, take kids to the jumpy house.",,,,,
2019-08-26,Mon,108829,0,390,Petaluma,,949,,374,Run errands with dad and the kids again.,"Pick up the boys at one school, Tula at another, kill two hours.",,,,,
2019-08-27,Tue,108829,0,390,Petaluma,,949,,374,Run even more errands with dad and the kids.,Pick up just Tula today. Pretty nice day.,,,,,
2019-08-28,Wed,108829,0,390,Petaluma,,949,,374,Enjoy a quiet house today.,Only excitement of the day was an on-line dinner ordering FAIL.,,,,,
2019-08-29,Thu,108981,152,542,Redwoods Resort,,953,,463,"Easy, familiar drive up 101, party at the resort.","Usually I have another 100 miles to go (Eureka), so this was easy!",,,,,
2019-08-30,Fri,108981,0,542,Redwoods Resort,,953,,463,"Await everybody else, enjoy the ensuing bedlam.","Wonderfully quiet in the morning, got crazier all day.",,,,,
2019-08-31,Sat,108981,0,542,Redwoods Resort,,953,,463,"Big river hike, party with visitors.","I’m in the woods for hours, then burgers with friends from Eureka.",,,,,
2019-09-01,Sun,108981,0,542,Redwoods Resort,,953,,463,Everybody carpools to the swimming hole.,"We all go the swimming hole, thenmost of us go to happy hour!",,,,,
2019-09-02,Mon,109077,96,638,travelodge,,955,,464,Last third of the drive to Eureka,"Everybody leaves, me last. Decide I really need a motel tonight.",,,,,
2019-09-03,Tue,109170,93,731,pigeon,,955,,7,"Satisfying day in Eureka, quiet evening on the Trinity River.",Nice to be back in Eureka. Even annoying 299 was almost fun.,,,,,
2019-09-04,Wed,109306,136,867,fowlers,,955,,307,"Breakfast in Redding, nice hike, quiet evening on the McCloud River.","Traffic stoppages and wildfire devastation on 299, swing north to McCloud.",,,,,
2019-09-05,Thu,109383,77,944,bridge,,959,,276,Mt Shasta views on CA 89 to quiet evening on Hat Creek,"Nice breakfast in McCloud, pretty drive, quiet evening on Hat Creek.",,,,,
2019-09-06,Fri,109414,31,975,summit lake,,959,,466,Enjoy the north side of Mt Lassen. Quiet evening on Summit Lake.,"Usual wonderful meal at JJ’s Diner, pretty drive, quiet evening on Summit Lake.",,,,,
2019-09-07,Sat,109461,47,1022,jeff’s!,,959,,387,"Party at the Mt Lassen Vis Cen, un-quiet evening at Jeffroe’s",Down the south side of Mt Lassen. There is a wine and beer tasting at the Visitor Center. Unexpectedly spend the night at Jeffroe’s again.,,,,,
2019-09-08,Sun,109588,127,1149,HOME,,959,,143,Take the scenic route home.,Again take the curvy and pretty route instead of the straight and boring one.,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
